date,demand_mean,demand_peak,wind,solar
2022-07-20,26447.0,29906,1513.3,1875.2
2022-07-21,26071.5,30437,798.4,1603.3
2022-07-22,25056.9,28848,658.8,1520.3
2022-07-23,21307.3,24318,1786.6,1923.0
2022-07-24,19822.4,25203,3169.3,2170.9
2022-07-25,23704.8,28578,2440.9,1724.9
2022-07-26,24401.6,28521,862.6,1995.1
2022-07-27,24453.4,29412,491.4,2072.8
2022-07-28,24629.4,29016,729.8,1692.5
2022-07-29,23173.9,26898,901.1,2592.9
2022-07-30,21268.1,24696,1622.8,1506.4
2022-07-31,21429.1,25363,1194.2,1751.2
2022-08-01,23427.1,28584,1184.7,2581.7
2022-08-02,23603.0,28210,3489.0,1644.3
2022-08-03,23554.8,27821,2492.9,2216.0
2022-08-04,23215.6,27218,1364.2,2715.8
2022-08-05,22387.0,26171,1380.4,2849.8
2022-08-06,19740.2,24306,1247.6,3007.8
2022-08-07,19383.6,25215,1516.4,3101.7
2022-08-08,23643.1,28981,735.9,2987.4
2022-08-09,24273.9,28960,784.5,3089.2
2022-08-10,24429.8,29270,809.1,3216.8
2022-08-11,24604.9,29554,635.8,3167.2
2022-08-12,24762.6,28753,714.7,3115.9
2022-08-13,22012.1,26359,761.1,3037.9
2022-08-14,22105.2,26947,534.8,2776.1
2022-08-15,26075.4,30429,585.0,1624.1
2022-08-16,25901.9,29986,1098.7,1178.0
2022-08-17,25120.2,29698,1311.8,1365.9
2022-08-18,24826.3,29572,1864.5,1599.3
2022-08-19,23040.1,26738,1976.0,2481.8
2022-08-20,19697.0,24071,2606.0,2337.3
2022-08-21,20795.9,25771,1144.3,2161.2
2022-08-22,25307.1,30850,816.3,1465.5
2022-08-23,25249.5,29981,964.0,1726.9
2022-08-24,25377.7,29876,1180.8,1585.2
2022-08-25,25504.2,29974,793.5,1098.3
2022-08-26,23566.6,28049,435.3,2239.6
2022-08-27,21234.6,25795,414.9,2393.9
2022-08-28,20789.6,25080,571.3,2129.3
2022-08-29,21572.3,26639,920.5,1797.2
2022-08-30,23991.5,29312,1151.6,1990.7
2022-08-31,24127.1,28967,1334.9,2300.2
2022-09-01,24295.8,29136,1389.5,1956.9
2022-09-02,24615.7,28988,1180.4,1606.6
2022-09-03,21751.2,26426,1982.7,1340.0
2022-09-04,21335.8,27179,2000.8,1366.2
2022-09-05,24587.9,30505,1837.8,1684.9
2022-09-06,25388.3,30571,1606.5,1391.5
2022-09-07,24875.0,30107,1499.0,1905.8
2022-09-08,25612.6,30667,1205.6,1296.1
2022-09-09,24436.8,28683,1636.2,1392.3
2022-09-10,22431.7,27347,756.2,1546.1
2022-09-11,21841.7,28079,1220.0,1730.8
2022-09-12,24866.5,30773,1628.8,1219.0
2022-09-13,25647.8,31045,1070.1,1357.2
2022-09-14,24817.5,30772,1076.4,2009.5
2022-09-15,25354.2,31564,1377.8,1514.9
2022-09-16,23522.1,29425,1939.8,2304.0
2022-09-17,21319.2,28446,1605.0,2559.5
2022-09-18,21776.1,28302,1261.9,1646.5
2022-09-19,22731.9,29169,405.4,1241.1
2022-09-20,25438.5,31583,471.5,1492.5
2022-09-21,25267.0,31459,1328.2,1417.6
2022-09-22,24882.7,31433,1533.0,1387.5
2022-09-23,24642.2,30303,743.6,1664.3
2022-09-24,22179.3,28065,1107.2,1736.4
2022-09-25,21364.7,27984,2039.9,1479.4
2022-09-26,24303.1,32284,3084.4,1429.3
2022-09-27,25834.6,32636,2359.4,1275.8
2022-09-28,25990.8,32780,1443.1,1738.2
2022-09-29,26219.8,33688,1117.1,1461.6
2022-09-30,25756.4,31467,3084.9,467.0
2022-10-01,20726.7,27323,3029.9,1814.7
2022-10-02,22421.4,30405,1525.7,1703.2
2022-10-03,25543.8,32252,1570.9,1326.6
2022-10-04,25184.8,32990,3069.4,684.1
2022-10-05,24556.5,31504,3438.4,702.3
2022-10-06,23593.7,30841,3767.1,1683.8
2022-10-07,23897.1,30915,3399.0,1248.4
2022-10-08,22371.2,29544,1664.9,2037.4
2022-10-09,21572.2,29634,2843.8,1612.9
2022-10-10,25155.7,34224,2109.4,2025.1
2022-10-11,27116.4,34634,1113.7,1743.1
2022-10-12,27314.8,35128,1843.5,897.9
2022-10-13,27238.4,33895,1007.2,1380.7
2022-10-14,26867.3,33578,1281.6,813.4
2022-10-15,22145.2,29112,2951.6,1408.9
2022-10-16,21892.1,31167,2559.2,1545.2
2022-10-17,24509.7,33181,3021.0,1603.0
2022-10-18,26513.8,33820,1136.9,1739.1
2022-10-19,25748.4,33700,2995.5,1003.1
2022-10-20,27841.8,34837,1490.3,524.5
2022-10-21,26592.0,32837,1761.9,627.6
2022-10-22,23320.3,30473,1680.7,1116.6
2022-10-23,23947.9,32119,1316.7,631.9
2022-10-24,25944.6,34247,1835.3,1050.0
2022-10-25,26255.5,34013,1829.2,1076.6
2022-10-26,24390.4,32313,3574.0,1199.4
2022-10-27,26624.5,33717,2090.7,639.7
2022-10-28,24411.3,31611,2794.6,1130.9
2022-10-29,23527.7,30082,1999.3,568.0
2022-10-30,22572.8,31527,2656.7,537.8
2022-10-31,25998.8,34622,2521.7,768.8
2022-11-01,26694.8,36398,2876.2,749.6
2022-11-02,26253.9,34492,4002.1,622.1
2022-11-03,28657.0,37957,1284.0,699.8
2022-11-04,27597.5,36635,1500.9,1383.7
2022-11-05,26139.3,33758,1698.9,209.3
2022-11-06,25176.2,33925,2176.2,347.9
2022-11-07,27264.9,35742,3432.0,255.2
2022-11-08,26690.5,35525,3571.0,682.9
2022-11-09,27188.6,36149,2949.3,1002.0
2022-11-10,26379.8,34402,4575.1,288.9
2022-11-11,26157.7,34056,3915.7,390.1
2022-11-12,25113.0,32326,1429.4,779.5
2022-11-13,24623.8,33761,1794.2,692.8
2022-11-14,28858.2,38193,1569.9,306.5
2022-11-15,28909.2,38028,2228.1,227.1
2022-11-16,29460.1,37614,1428.5,559.1
2022-11-17,28783.8,36737,2839.8,410.9
2022-11-18,28318.9,36371,2481.5,649.4
2022-11-19,27118.4,34960,1593.7,522.0
2022-11-20,26630.9,36207,1669.6,755.6
2022-11-21,31191.1,39932,2132.1,142.7
2022-11-22,31107.6,39830,1127.7,571.0
2022-11-23,29742.6,38641,2660.6,658.6
2022-11-24,29401.7,37720,3151.3,350.4
2022-11-25,28711.0,37304,2557.9,994.6
2022-11-26,25822.2,32589,3213.7,325.7
2022-11-27,26520.6,36273,2154.1,237.6
2022-11-28,30992.7,39488,671.5,630.2
2022-11-29,32027.4,40516,392.0,212.7
2022-11-30,32062.3,40359,753.6,292.5
2022-12-01,32521.9,40909,725.1,299.2
2022-12-02,32793.8,40696,996.8,321.0
2022-12-03,29242.3,36714,1472.2,295.6
2022-12-04,29072.8,38485,1863.4,89.4
2022-12-05,32852.6,41536,1635.6,199.9
2022-12-06,33168.8,41956,1466.9,537.8
2022-12-07,34354.3,42940,1288.1,634.5
2022-12-08,35335.2,43405,1238.0,767.6
2022-12-09,35150.9,42901,952.3,662.8
2022-12-10,33119.9,41519,706.0,601.1
2022-12-11,33263.4,42421,396.8,302.2
2022-12-12,37158.5,45395,472.9,212.8
2022-12-13,37346.1,45385,813.2,229.7
2022-12-14,36595.5,44867,1779.7,503.5
2022-12-15,37587.2,46147,1139.8,779.5
2022-12-16,36590.7,43799,1222.4,693.1
2022-12-17,33131.6,40824,1661.8,371.3
2022-12-18,31981.3,40352,2707.3,52.1
2022-12-19,30874.3,38240,3437.8,67.1
2022-12-20,30177.4,38879,2557.0,618.2
2022-12-21,30393.1,38826,2752.2,391.7
2022-12-22,31798.9,39873,1014.1,111.4
2022-12-23,29171.6,35388,1942.8,179.3
2022-12-24,25430.7,31939,2166.6,375.2
2022-12-25,23096.3,30908,2108.4,192.4
2022-12-26,23170.4,30558,2704.0,677.3
2022-12-27,26094.9,33443,2380.9,205.0
2022-12-28,26363.9,34016,2816.2,81.1
2022-12-29,25804.9,34700,3455.0,463.6
2022-12-30,25745.1,33164,3777.1,150.2
2022-12-31,25853.2,33429,1741.9,58.3
2023-01-01,24190.0,32628,1733.2,245.7
2023-01-02,27005.5,38035,1122.4,733.8
2023-01-03,29646.3,38090,2927.7,92.5
2023-01-04,27967.1,36877,3670.3,336.7
2023-01-05,29392.5,36840,2528.2,228.5
2023-01-06,28316.1,37247,3102.9,463.4
2023-01-07,25280.9,33447,3435.1,245.9
2023-01-08,26629.5,37209,3074.6,316.9
2023-01-09,30403.1,39462,2832.2,586.3
2023-01-10,31143.9,38428,3470.0,60.0
2023-01-11,29849.7,39136,3869.9,452.2
2023-01-12,30083.5,37692,3594.1,185.0
2023-01-13,29245.0,37936,3487.9,646.0
2023-01-14,26709.2,34193,3664.1,265.7
2023-01-15,27734.8,38764,2670.7,639.1
2023-01-16,33672.1,43671,1636.9,624.9
2023-01-17,35442.4,43937,1541.1,860.8
2023-01-18,34685.2,43274,2478.7,932.0
2023-01-19,34829.1,43072,1772.8,1061.9
2023-01-20,34210.4,42657,1213.8,1143.6
2023-01-21,31438.8,40027,1732.0,999.5
2023-01-22,31328.2,41126,1738.7,597.3
2023-01-23,35039.0,44109,1127.4,865.6
2023-01-24,35124.4,43246,996.8,807.4
2023-01-25,34792.1,42133,1930.0,237.6
2023-01-26,34143.2,42758,1339.8,599.6
2023-01-27,34123.4,42070,873.6,517.2
2023-01-28,31320.1,40065,746.9,377.0
2023-01-29,27744.1,36583,2903.1,450.6
2023-01-30,30565.1,41183,2661.8,1121.1
2023-01-31,29862.6,39493,3768.0,925.5
2023-02-01,30107.8,39170,3445.9,688.2
2023-02-02,29771.3,37996,3462.1,511.5
2023-02-03,29484.7,38086,2371.8,539.7
2023-02-04,27871.8,35210,1798.6,220.3
2023-02-05,28041.4,39614,1261.7,1261.1
2023-02-06,31858.4,40671,1263.1,1588.8
2023-02-07,32794.8,40832,828.8,1310.6
2023-02-08,31780.9,39833,2432.2,1349.3
2023-02-09,31520.1,39902,1951.0,1333.6
2023-02-10,31042.5,38500,2634.5,782.6
2023-02-11,28143.7,35520,1350.8,435.2
2023-02-12,28129.0,36846,1001.8,335.2
2023-02-13,30433.2,39088,1136.2,1322.2
2023-02-14,31021.4,39384,1648.5,1259.2
2023-02-15,30010.9,38654,2233.9,1164.9
2023-02-16,30374.6,37999,1808.0,418.9
2023-02-17,27381.7,35940,3443.4,773.9
2023-02-18,25304.5,33281,2395.6,569.6
2023-02-19,24233.1,33296,2507.4,1394.1
2023-02-20,27629.9,37265,3232.0,1078.8
2023-02-21,30124.0,38033,1468.3,666.9
2023-02-22,30365.4,39055,1649.4,659.8
2023-02-23,30447.0,39673,1882.5,1038.5
2023-02-24,30149.3,37263,2215.6,865.0
2023-02-25,27893.2,35771,1815.6,967.2
2023-02-26,27702.3,37502,1166.7,1447.5
2023-02-27,32134.3,40347,1009.6,1009.0
2023-02-28,32316.4,40009,1288.9,693.1
2023-03-01,31967.6,40446,1630.0,741.5
2023-03-02,31807.9,40127,877.8,1526.4
2023-03-03,32557.0,39583,725.9,579.0
2023-03-04,29705.4,36775,538.4,527.8
2023-03-05,29436.0,37332,483.8,544.8
2023-03-06,32192.5,40856,1789.8,754.6
2023-03-07,32505.8,40893,895.2,1372.4
2023-03-08,34467.2,42385,1339.7,539.8
2023-03-09,34015.2,40847,1861.7,356.2
2023-03-10,32245.5,40321,1612.2,1298.7
2023-03-11,29414.3,36347,1293.0,1382.3
2023-03-12,25847.3,34086,2662.1,1198.9
2023-03-13,27563.4,35986,3926.6,978.3
2023-03-14,29775.4,39563,2112.4,1853.6
2023-03-15,32105.8,39374,1494.8,1084.0
2023-03-16,29395.6,36185,2532.9,733.1
2023-03-17,28545.4,35022,1278.9,1196.7
2023-03-18,25855.7,31803,1016.8,1146.4
2023-03-19,24941.7,33568,1189.5,1560.8
2023-03-20,29426.9,36705,1525.5,579.0
2023-03-21,27189.5,34802,2717.3,1402.3
2023-03-22,25517.4,34281,3902.5,1704.2
2023-03-23,26422.4,35077,2828.7,1549.8
2023-03-24,25533.3,33116,2841.6,1987.3
2023-03-25,24140.4,32240,2226.9,1704.3
2023-03-26,26073.4,33221,1522.4,1046.7
2023-03-27,28696.5,35324,706.4,2405.4
2023-03-28,30134.0,36241,2036.1,483.6
2023-03-29,29147.7,34120,2110.4,558.4
2023-03-30,26565.3,32884,1963.6,1763.6
2023-03-31,27523.1,32308,2099.5,758.0
2023-04-01,25677.9,30868,1478.6,919.9
2023-04-02,24590.4,30719,892.6,1974.8
2023-04-03,26785.6,33368,1409.2,3061.5
2023-04-04,26604.3,33174,1420.3,3200.2
2023-04-05,28788.9,35076,1402.7,1127.9
2023-04-06,26325.1,31441,1795.3,1966.8
2023-04-07,23369.6,29519,658.6,3089.4
2023-04-08,22333.0,27956,970.4,2723.4
2023-04-09,21418.0,26895,2169.1,2221.0
2023-04-10,21682.3,27651,2971.9,1747.6
2023-04-11,25165.3,32331,3148.5,1756.4
2023-04-12,26211.8,33661,3393.8,1872.4
2023-04-13,25790.5,32607,2111.6,2587.1
2023-04-14,28561.5,33757,745.9,1308.0
2023-04-15,24640.1,30188,636.0,2343.8
2023-04-16,24568.9,30451,847.6,1532.8
2023-04-17,27269.6,32378,697.0,1747.7
2023-04-18,25842.2,31594,1874.9,2654.6
2023-04-19,25252.6,30359,2448.5,2420.7
2023-04-20,24183.7,30937,2237.7,3425.9
2023-04-21,26604.3,31273,1966.1,1462.7
2023-04-22,24350.1,29280,1149.2,1951.0
2023-04-23,24254.1,29587,1486.1,1598.6
2023-04-24,27807.0,33929,1786.2,1706.0
2023-04-25,27287.2,32944,790.2,3048.1
2023-04-26,28512.6,33361,524.5,1840.6
2023-04-27,28515.1,33513,1666.6,1139.2
2023-04-28,27099.1,31665,956.8,1495.5
2023-04-29,23288.5,27655,576.6,2539.0
2023-04-30,22860.5,27403,996.3,1804.3
2023-05-01,22915.0,28128,1193.4,2063.6
2023-05-02,25997.3,30606,669.6,2079.3
2023-05-03,24128.7,29331,1546.3,3270.5
2023-05-04,23962.7,29587,2832.6,2354.3
2023-05-05,24915.7,28972,1538.4,1973.6
2023-05-06,23618.6,27443,787.0,1274.7
2023-05-07,21408.6,25626,784.2,2423.0
2023-05-08,22966.4,29231,1579.7,1010.0
2023-05-09,25525.6,30439,752.2,1967.9
2023-05-10,24995.7,30127,1087.9,2447.2
2023-05-11,25283.9,30016,537.9,2332.0
2023-05-12,24770.7,28517,1388.1,1641.0
2023-05-13,21975.5,26130,785.5,2424.7
2023-05-14,21121.0,26550,955.5,2551.4
2023-05-15,22879.5,28881,1728.0,3083.2
2023-05-16,24164.3,29975,1422.0,3087.7
2023-05-17,25024.0,29516,654.0,2603.9
2023-05-18,24293.4,29549,684.9,2746.0
2023-05-19,24584.3,28215,657.5,2180.1
2023-05-20,19932.1,24929,903.4,3583.1
2023-05-21,19689.2,25430,774.8,3337.4
2023-05-22,22650.3,27784,1316.6,2889.7
2023-05-23,23575.7,28044,970.5,2752.5
2023-05-24,22494.2,28093,1189.4,3636.6
2023-05-25,23577.2,27970,739.8,2842.3
2023-05-26,22230.6,26296,656.7,3586.2
2023-05-27,18872.2,23896,1136.5,3744.8
2023-05-28,18846.7,23233,1019.4,3068.1
2023-05-29,19032.8,24780,1249.8,3502.8
2023-05-30,22430.4,27253,1197.6,2891.9
2023-05-31,23410.0,27287,1317.4,2041.2
2023-06-01,22907.1,27260,1405.4,2530.0
2023-06-02,21421.6,25292,1141.6,3557.1
2023-06-03,18828.3,23587,835.2,3747.2
2023-06-04,18681.4,24845,842.2,3752.0
2023-06-05,22691.9,27331,928.1,2781.8
2023-06-06,23936.4,28233,1015.9,1897.5
2023-06-07,23022.6,27448,1094.1,3070.6
2023-06-08,21826.8,26228,1622.5,3569.0
2023-06-09,21394.7,25695,1756.9,3498.4
2023-06-10,20107.8,24334,1463.5,3037.5
2023-06-11,20743.8,26105,657.0,2761.0
2023-06-12,24144.5,29113,544.7,2942.4
2023-06-13,23095.7,27671,1049.4,3726.4
2023-06-14,22927.5,27599,1117.7,3865.6
2023-06-15,23339.0,27848,783.9,3677.4
2023-06-16,22983.5,27183,545.6,3506.8
2023-06-17,21205.8,24508,630.2,2400.1
2023-06-18,21191.1,26494,836.0,2071.2
2023-06-19,22804.1,27137,1471.4,3142.4
2023-06-20,25312.5,29874,750.5,1880.3
2023-06-21,23610.8,28159,1001.7,3102.4
2023-06-22,24225.7,28940,498.8,3238.3
2023-06-23,23344.3,26702,1370.2,2687.5
2023-06-24,20489.0,24483,1402.2,2745.0
2023-06-25,19656.5,24954,2027.0,3137.2
2023-06-26,22029.9,26485,1813.7,3091.6
2023-06-27,24670.8,29129,1437.6,1302.2
2023-06-28,25245.0,29517,991.1,1384.2
2023-06-29,23164.2,26657,1146.4,2985.7
2023-06-30,23466.9,27678,1732.5,1237.1
2023-07-01,18466.8,21680,3108.7,2404.5
2023-07-02,17714.7,22516,3013.3,2531.8
2023-07-03,21194.1,25723,2879.2,2428.8
2023-07-04,23979.2,29284,1327.6,1585.2
2023-07-05,22934.9,27178,1402.7,2582.0
2023-07-06,22478.2,26185,1744.0,2740.5
2023-07-07,21323.7,26241,2367.3,3668.6
2023-07-08,21559.2,25694,1547.5,1677.9
2023-07-09,20361.1,24596,888.4,2467.5
2023-07-10,23119.6,27935,1644.1,2103.9
2023-07-11,23212.5,26938,1950.0,2005.1
2023-07-12,22407.9,26206,1926.1,2634.3
2023-07-13,23374.8,27545,1154.6,2467.2
2023-07-14,24028.6,28190,2228.3,787.6
2023-07-15,18780.3,23055,3346.2,2594.3
2023-07-16,17970.4,23586,3389.1,2514.1
2023-07-17,22086.7,26925,1707.9,2996.2
2023-07-18,24255.0,28475,645.6,1937.9
2023-07-19,23706.6,27423,792.2,2593.0
2023-07-20,23434.3,27489,685.3,2651.9
2023-07-21,23050.1,26340,889.8,2273.2
2023-07-22,21398.8,25655,1620.0,938.4
2023-07-23,19421.9,24837,2312.0,2167.6
2023-07-24,23286.9,27949,1240.0,1678.2
2023-07-25,22797.4,26864,861.4,2518.5
2023-07-26,23122.2,29062,1208.1,2320.6
2023-07-27,24076.0,28047,1345.6,1664.7
2023-07-28,22926.7,25721,1161.9,1897.8
2023-07-29,18209.1,21910,2396.1,2804.4
2023-07-30,19081.3,24658,2765.0,1576.8
2023-07-31,23180.7,27579,2041.0,1006.0
2023-08-01,22746.8,27528,1554.0,2014.0
2023-08-02,22979.4,27171,2087.5,1643.3
2023-08-03,22583.8,26720,1859.1,2150.5
2023-08-04,22690.1,26211,1117.1,1823.7
2023-08-05,21169.0,24694,1417.9,1136.9
2023-08-06,19489.0,25206,1276.9,2547.4
2023-08-07,21856.4,26761,1162.3,2722.9
2023-08-08,23460.6,27745,1439.2,1655.9
2023-08-09,23132.7,28431,803.3,2817.1
2023-08-10,23485.8,28000,917.2,2901.5
2023-08-11,21833.9,25395,2196.2,2723.1
2023-08-12,19464.7,23396,2722.6,1929.2
2023-08-13,19824.9,24983,1791.8,1945.4
2023-08-14,23723.8,27685,1404.9,1516.1
2023-08-15,23513.0,28379,728.7,2594.8
2023-08-16,23874.9,28668,396.7,2773.4
2023-08-17,23181.4,27833,1808.4,2438.6
2023-08-18,23313.6,27813,2704.4,1114.8
2023-08-19,18695.7,23687,3501.0,2488.4
2023-08-20,19472.4,24741,1628.6,2582.1
2023-08-21,22161.9,27197,2372.7,2388.1
2023-08-22,22444.8,27839,2012.3,2582.7
2023-08-23,23981.3,28713,655.4,2441.2
2023-08-24,24378.8,28295,755.5,1871.7
2023-08-25,23185.3,26843,758.0,2084.4
2023-08-26,20615.2,24958,626.6,2133.7
2023-08-27,20137.1,25168,997.6,1864.4
2023-08-28,20964.4,26534,922.5,1886.2
2023-08-29,23687.4,28330,1300.5,1442.5
2023-08-30,23333.1,29336,1123.6,2351.8
2023-08-31,24972.8,29785,614.3,1515.8
2023-09-01,24129.5,27912,554.8,1655.4
2023-09-02,21237.6,25619,550.3,2237.6
2023-09-03,20073.0,27017,1071.4,2808.1
2023-09-04,23880.2,30587,867.2,3069.7
2023-09-05,24770.8,31099,1167.7,2986.9
2023-09-06,25927.4,31678,603.5,2474.0
2023-09-07,25925.9,31658,547.2,2390.7
2023-09-08,25713.6,29736,275.5,2127.4
2023-09-09,22874.2,27937,503.9,2464.9
2023-09-10,23430.5,28521,453.8,1479.1
2023-09-11,25479.2,31008,1061.3,1607.8
2023-09-12,26065.7,30679,948.0,1075.1
2023-09-13,24345.8,30248,1120.6,2184.5
2023-09-14,24401.6,30525,1461.2,1732.2
2023-09-15,24633.0,30005,594.8,2201.9
2023-09-16,22186.4,27301,1362.2,1423.3
2023-09-17,22254.3,28368,1585.4,769.5
2023-09-18,23905.1,29663,2554.4,1572.4
2023-09-19,24521.6,30170,3490.2,651.4
2023-09-20,24362.8,30437,4057.7,697.5
2023-09-21,24795.1,31851,1659.6,1921.9
2023-09-22,24317.0,29844,1462.6,1925.7
2023-09-23,21920.1,27837,1199.9,2020.5
2023-09-24,20508.2,25749,3803.3,968.9
2023-09-25,22903.8,31398,2900.0,2267.4
2023-09-26,24677.3,31293,2428.2,1649.4
2023-09-27,25380.5,29897,2782.9,764.9
2023-09-28,24510.3,31060,3188.4,804.4
2023-09-29,22552.3,29983,2622.5,2269.4
2023-09-30,22460.4,27880,1425.3,1108.7
2023-10-01,22688.1,29717,1755.0,857.6
2023-10-02,26218.6,32622,1076.1,700.6
2023-10-03,23956.4,31000,2654.7,1810.6
2023-10-04,24350.7,31843,2690.8,1362.3
2023-10-05,25148.2,31338,2318.4,1091.0
2023-10-06,23404.1,30382,2996.5,1445.1
2023-10-07,21807.4,27980,1835.9,1544.8
2023-10-08,21540.9,28914,1281.7,1699.1
2023-10-09,25105.6,32939,791.8,1574.6
2023-10-10,24320.7,30718,2523.2,1363.2
2023-10-11,25308.9,33370,2447.6,589.2
2023-10-12,27120.4,33538,837.1,817.0
2023-10-13,25184.1,30452,2877.7,823.2
2023-10-14,21708.1,29802,2572.4,1932.6
2023-10-15,23212.7,32833,1155.2,2162.0
2023-10-16,28631.7,36739,766.5,1129.6
2023-10-17,26742.6,34679,2219.1,1621.2
2023-10-18,26403.7,33761,3928.3,689.3
2023-10-19,26598.9,33812,2999.3,732.8
2023-10-20,26205.0,32701,3618.4,410.4
2023-10-21,24563.7,31630,2089.3,667.8
2023-10-22,23743.7,32312,779.9,1675.3
2023-10-23,27593.1,35688,1257.9,854.5
2023-10-24,28330.6,36865,941.4,912.9
2023-10-25,28684.1,36579,964.7,1085.7
2023-10-26,28666.6,35641,1313.4,844.8
2023-10-27,27565.9,34228,1573.5,803.8
2023-10-28,24742.7,31208,2183.9,784.4
2023-10-29,24289.4,33461,2506.2,849.5
2023-10-30,28114.5,37416,1594.1,912.8
2023-10-31,29240.7,37207,1357.1,713.4
2023-11-01,28037.2,36535,3017.5,749.9
2023-11-02,29034.3,37131,3056.0,292.6
2023-11-03,28177.6,37279,2177.3,1078.5
2023-11-04,27362.2,34977,1115.0,509.4
2023-11-05,25774.9,35826,1471.7,1145.7
2023-11-06,28918.8,38754,1589.4,1224.6
2023-11-07,29387.2,39139,1691.4,1142.7
2023-11-08,29899.8,38390,2570.4,338.9
2023-11-09,30452.5,39018,1685.9,855.4
2023-11-10,30491.2,38763,1340.9,961.6
2023-11-11,27782.2,36771,878.7,1260.0
2023-11-12,28316.0,37686,1402.6,327.0
2023-11-13,28161.9,37390,3818.1,814.2
2023-11-14,29903.6,38828,2052.6,371.5
2023-11-15,29841.1,39549,1896.9,949.2
2023-11-16,32573.4,40355,537.3,221.6
2023-11-17,30875.4,38878,798.8,1005.8
2023-11-18,26044.7,32859,3121.2,192.8
2023-11-19,25380.1,35156,3042.8,330.5
2023-11-20,29515.1,37968,2010.8,591.0
2023-11-21,30822.2,40420,1629.5,340.4
2023-11-22,29877.0,37923,2956.1,254.1
2023-11-23,27921.3,36145,4112.1,723.9
2023-11-24,29420.5,38051,2735.3,795.0
2023-11-25,29907.0,38134,913.3,1154.7
2023-11-26,30793.3,39346,617.9,200.2
2023-11-27,32639.5,41045,1739.5,253.9
2023-11-28,33215.9,41927,901.6,847.0
2023-11-29,34665.1,42650,696.4,770.6
2023-11-30,35367.1,43674,1126.7,739.2
2023-12-01,36019.1,43886,441.9,840.0
2023-12-02,33826.9,41543,583.2,454.7
2023-12-03,33309.7,42591,743.1,119.3
2023-12-04,34835.2,43258,2193.1,89.8
2023-12-05,35294.7,43472,1169.3,262.6
2023-12-06,35108.7,42810,1569.5,751.9
2023-12-07,33659.2,41947,3839.6,70.5
2023-12-08,32151.5,39926,2402.1,495.0
2023-12-09,28242.0,36110,3533.1,258.3
2023-12-10,28660.9,37709,2644.9,179.6
2023-12-11,32227.5,41598,1608.5,476.7
2023-12-12,32514.6,40356,1727.8,283.9
2023-12-13,33237.0,42043,1838.6,282.9
2023-12-14,33542.5,41221,1676.6,293.8
2023-12-15,31784.0,38741,2173.8,212.5
2023-12-16,27283.2,34765,3352.0,383.6
2023-12-17,26337.4,35050,3878.2,333.1
2023-12-18,30152.9,38057,2832.7,120.8
2023-12-19,30776.5,38431,2762.5,158.6
2023-12-20,29479.1,37433,4085.0,221.2
2023-12-21,27904.7,35143,5174.8,267.8
2023-12-22,26637.3,33435,4263.2,231.5
2023-12-23,24224.4,31747,4385.3,399.5
2023-12-24,22971.9,29947,4959.4,147.2
2023-12-25,22775.8,30742,2815.5,117.4
2023-12-26,23796.0,31281,1735.9,482.3
2023-12-27,25386.0,32988,4401.6,39.6
2023-12-28,25081.2,32656,4715.2,298.9
2023-12-29,26254.9,34746,3386.5,372.2
2023-12-30,26518.4,33382,2742.4,120.8
2023-12-31,25700.7,33440,2503.6,332.1
2024-01-01,25270.2,34845,2392.1,421.0
2024-01-02,29282.1,38399,2383.7,92.2
2024-01-03,30733.4,39562,1901.2,373.9
2024-01-04,32170.6,40434,1120.3,360.2
2024-01-05,32196.1,40025,1099.3,355.0
2024-01-06,29717.1,38526,908.2,684.2
2024-01-07,30667.9,41154,778.9,546.5
2024-01-08,35312.8,43764,1485.5,222.6
2024-01-09,34623.8,43561,2140.6,937.6
2024-01-10,34561.1,42791,1731.2,866.9
2024-01-11,34720.1,42076,1352.6,464.7
2024-01-12,34819.8,42371,852.1,157.9
2024-01-13,31265.1,39854,1166.4,535.6
2024-01-14,30774.3,40817,1578.9,535.5
2024-01-15,34972.6,45202,2134.8,1244.1
2024-01-16,36320.4,43800,1373.6,886.6
2024-01-17,37011.6,44768,1156.8,622.6
2024-01-18,36743.2,44961,1520.3,1318.5
2024-01-19,34868.1,42547,2591.0,1205.6
2024-01-20,29799.5,37571,4352.8,348.4
2024-01-21,27934.1,37113,4623.8,313.9
2024-01-22,30080.7,38903,5107.1,924.3
2024-01-23,31669.3,38727,4337.8,89.0
2024-01-24,30493.8,40310,3844.0,774.6
2024-01-25,31169.8,37906,2836.3,319.9
2024-01-26,28675.8,37772,3802.6,1417.9
2024-01-27,28169.2,36594,2905.0,750.6
2024-01-28,27034.2,36515,3327.7,774.7
2024-01-29,31759.7,39675,1201.2,280.9
2024-01-30,31879.0,40310,1698.0,501.8
2024-01-31,31378.4,38491,3737.8,359.3
2024-02-01,31315.0,39357,2424.4,1148.8
2024-02-02,28845.7,35692,4171.4,708.2
2024-02-03,25840.8,34082,3391.2,522.3
2024-02-04,25246.4,33781,4071.1,408.5
2024-02-05,28632.2,37125,4365.3,355.7
2024-02-06,29431.4,37867,3582.3,333.5
2024-02-07,33116.3,41216,710.4,648.7
2024-02-08,32825.2,40496,2615.1,178.7
2024-02-09,31042.3,38578,3148.0,411.7
2024-02-10,28594.5,36397,1167.8,799.7
2024-02-11,27996.1,36700,1028.0,902.7
2024-02-12,29320.8,38073,2416.6,1766.2
2024-02-13,31827.8,39573,1986.5,403.0
